Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly values

Station:                  St. Gallen
Altitude [m asl]:         776 m
Coordinates:              47° 25.5' N / 9° 23.9' E

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            2.02.2022


Year  Month        Temperature      Precipitation  
1940      5                9.9              305.2  
1940      6               13.4              175.1  
1940      7               14.6              224.5  
1940      8               13.5              160.3  
1940      9               12.4              266.2  
1940     10                7.2               65.8  
1940     11                4.3              127.3  
1940     12               -5.1               90.5  
1941      1               -4.3               85.2  
1941      2                0.1               52.9  
1941      3                3.1               54.7  
1941      4                4.3               82.1  
1941      5                7.2              194.2  
1941      6               14.3              161.1  
1941      7               16.8              141.6  
1941      8               14.2              281.4  
1941      9               10.9               53.9  
1941     10                6.9              144.4  
1941     11                2.0               63.4  
1941     12               -0.4               50.2  
1942      1               -6.2               97.7  
1942      2               -4.7               43.5  
1942      3                3.2               99.8  
1942      4                6.2               68.6  
1942      5               11.0              180.3  
1942      6               13.8              121.2  
1942      7               15.3              205.1  
1942      8               15.5              155.2  
1942      9               14.3              109.0  
1942     10               10.8               77.9  
1942     11                1.1               63.2  
1942     12                1.3               28.0  
1943      1               -0.8               72.4  
1943      2                1.0               52.8  
1943      3                4.7               59.0  
1943      4                7.7               83.6  
1943      5               11.3               69.8  
1943      6               12.5              179.4  
1943      7               15.9              141.8  
1943      8               17.1               55.8  
1943      9               13.2              129.3  
1943     10                9.4                2.7  
1943     11                2.0              100.9  
1943     12               -0.1               23.2  
1944      1                1.2               72.5  
1944      2               -3.0              128.9  
1944      3               -0.5               87.9  
1944      4                7.8               78.0  
1944      5               10.1              169.3  
1944      6               12.4              205.4  
1944      7               15.5              130.2  
1944      8               18.2              178.2  
1944      9               11.6              168.5  
1944     10                7.2               93.2  
1944     11                3.4              204.1  
1944     12               -1.6               54.3  
1945      1               -6.7               63.9  
1945      2                3.1               50.2  
1945      3                4.4              125.0  
1945      4                7.7              149.9  
1945      5               12.9              141.6  
1945      6               15.9              131.6  
1945      7               16.5              112.1  
1945      8               14.8              210.6  
1945      9               12.8              195.3  
1945     10                8.2               64.7  
1945     11                1.1               66.8  
1945     12                0.4              117.4  
1946      1               -3.0               31.9  
1946      2                2.6               95.7  
1946      3                3.9               26.0  
1946      4                8.9               36.4  
1946      5               12.0              162.2  
1946      6               12.9              232.8  
1946      7               16.4              289.5  
1946      8               14.9              167.3  
1946      9               12.8               96.8  
1946     10                6.5               49.0  
1946     11                3.0               35.0  
1946     12               -2.1               51.7  
1947      1               -4.2               79.2  
1947      2               -3.2               45.0  
1947      3                4.0              131.3  
1947      4                9.2               36.6  
1947      5               12.7               99.1  
1947      6               15.7               96.9  
1947      7               17.4              178.8  
1947      8               17.1               73.5  
1947      9               14.4               67.0  
1947     10                7.6               58.0  
1947     11                5.5              208.4  
1947     12                0.8              118.7  
1948      1                3.0              118.1  
1948      2                0.3               79.9  
1948      3                5.4               19.5  
1948      4                7.2               81.5  
1948      5               11.7              110.4  
1948      6               13.0              242.8  
1948      7               13.4              242.5  
1948      8               15.2              249.8  
1948      9               12.2               68.2  
1948     10                8.7               39.9  
1948     11                3.5               45.7  
1948     12               -0.9               30.5  
1949      1               -0.5               90.9  
1949      2               -0.3               29.0  
1949      3                0.4               43.5  
1949      4                9.4              144.8  
1949      5                9.4              138.7  
1949      6               13.4               80.6  
1949      7               16.8              107.5  
1949      8               16.0              144.4  
1949      9               15.0              113.5  
1949     10                9.8               35.5  
1949     11                3.2               70.4  
1949     12                2.1              101.1  
1950      1               -1.3               63.8  
1950      2                2.4               76.2  
1950      3                3.4               55.5  
1950      4                5.2              208.7  
1950      5               12.4               76.2  
1950      6               16.6               80.9  
1950      7               18.2              114.3  
1950      8               15.9              196.7  
1950      9               12.1              158.0  
1950     10                7.6               49.8  
1950     11                3.7              230.4  
1950     12               -2.5               34.7  
1951      1                0.8               93.9  
1951      2                1.2              117.5  
1951      3                2.1              125.3  
1951      4                6.0               73.5  
1951      5               10.1              147.8  
1951      6               13.7              184.5  
1951      7               16.2              194.6  
1951      8               15.5              156.5  
1951      9               13.3              158.6  
1951     10                6.6               35.7  
1951     11                6.0              101.3  
1951     12                0.6               71.4  
1952      1               -1.6               65.5  
1952      2               -2.1              132.2  
1952      3                3.4              108.8  
1952      4                8.1               96.0  
1952      5               11.2              144.8  
1952      6               15.1              294.7  
1952      7               18.2               68.7  
1952      8               16.8              116.3  
1952      9                9.7              128.8  
1952     10                7.6              186.6  
1952     11                1.9              154.7  
1952     12               -0.6              135.3  
1953      1               -3.4               50.7  
1953      2               -1.6               38.6  
1953      3                3.0               15.1  
1953      4                7.3              153.7  
1953      5               11.6              144.6  
1953      6               13.0              320.2  
1953      7               16.0              243.1  
1953      8               15.3               54.9  
1953      9               12.9               96.3  
1953     10                9.1               57.2  
1953     11                2.4               38.1  
1953     12                1.5               30.3  
1954      1               -3.4              117.6  
1954      2               -2.5               74.6  
1954      3                3.8               22.4  
1954      4                4.2               88.9  
1954      5                9.3              168.6  
1954      6               13.9              172.8  
1954      7               13.7              271.5  
1954      8               14.0              300.3  
1954      9               12.7              179.3  
1954     10                8.5               92.4  
1954     11                3.7               41.2  
1954     12                2.4               93.1  
1955      1               -1.2              136.0  
1955      2               -0.8              119.8  
1955      3               -0.1               83.9  
1955      4                6.0               88.3  
1955      5                9.5              209.7  
1955      6               13.7              182.2  
1955      7               15.0              260.3  
1955      8               14.5              207.8  
1955      9               11.7              171.8  
1955     10                6.8               53.7  
1955     11                2.1               27.3  
1955     12                3.3              112.2  
1956      1                1.3               98.8  
1956      2              -10.6               52.0  
1956      3                2.5               65.5  
1956      4                4.9              140.5  
1956      5               10.6              163.4  
1956      6               11.2              231.4  
1956      7               15.4              263.7  
1956      8               13.7              263.3  
1956      9               13.6               82.9  
1956     10                6.5              165.5  
1956     11                1.2               50.3  
1956     12                0.6               33.6  
1957      1               -1.6               40.7  
1957      2                3.3              138.7  
1957      3                6.9               81.9  
1957      4                6.0              119.2  
1957      5                7.0              148.6  
1957      6               14.6              251.3  
1957      7               15.6              286.3  
1957      8               14.2              149.7  
1957      9               11.8              132.3  
1957     10                7.5               19.8  
1957     11                3.2               19.0  
1957     12                0.6               29.0  
1958      1               -1.2               87.8  
1958      2                2.6              150.8  
1958      3               -1.3               68.2  
1958      4                3.4              152.1  
1958      5               12.9               84.6  
1958      6               13.2              192.4  
1958      7               16.0              195.8  
1958      8               16.5              170.4  
1958      9               14.2               88.2  
1958     10                7.4              166.2  
1958     11                3.0               94.5  
1958     12                2.4               77.2  
1959      1               -0.9              103.4  
1959      2                0.0               14.3  
1959      3                5.6               72.8  
1959      4                7.8              112.7  
1959      5               10.9              147.3  
1959      6               14.0              287.9  
1959      7               17.3               90.8  
1959      8               15.1               74.1  
1959      9               12.8               54.0  
1959     10                7.4              143.1  
1959     11                1.8               56.2  
1959     12                2.0               58.3  
1960      1               -0.9               96.0  
1960      2                1.0               93.6  
1960      3                4.4               69.0  
1960      4                6.0              101.4  
1960      5               11.2              134.8  
1960      6               14.6              199.8  
1960      7               13.6              180.7  
1960      8               15.0              222.2  
1960      9               11.1              157.2  
1960     10                8.4              166.7  
1960     11                6.0               83.6  
1960     12               -0.2               50.2  
1961      1               -0.7               53.4  
1961      2                3.8               68.4  
1961      3                4.7               64.8  
1961      4                9.6               95.9  
1961      5                8.8              219.9  
1961      6               14.2              189.4  
1961      7               14.5              178.3  
1961      8               14.9              164.3  
1961      9               16.1               61.2  
1961     10                9.7               54.7  
1961     11                3.4               50.8  
1961     12                0.7               88.3  
1962      1                0.5              146.5  
1962      2               -1.2               67.2  
1962      3               -0.5               78.1  
1962      4                7.1               68.1  
1962      5                8.5              261.7  
1962      6               12.9               92.8  
1962      7               14.7              139.9  
1962      8               16.5              162.1  
1962      9               12.3              104.9  
1962     10                8.0               36.5  
1962     11                2.1               45.4  
1962     12               -4.0              123.4  
1963      1               -7.1               58.1  
1963      2               -6.0               52.1  
1963      3                1.7              118.7  
1963      4                7.4               92.0  
1963      5                9.3              168.0  
1963      6               13.6              232.8  
1963      7               16.4              114.1  
1963      8               14.5              204.1  
1963      9               12.8              117.6  
1963     10                8.0               74.7  
1963     11                7.5               88.8  
1963     12               -3.6               15.1  
1964      1               -4.0               29.2  
1964      2                0.6               53.6  
1964      3                0.7              141.9  
1964      4                7.7              138.5  
1964      5               12.0              217.4  
1964      6               15.3              104.7  
1964      7               17.3               73.7  
1964      8               14.4              203.4  
1964      9               12.9              104.9  
1964     10                6.1              111.3  
1964     11                4.6               99.4  
1964     12               -1.1               49.4  
1965      1                0.4               56.9  
1965      2               -5.0               50.6  
1965      3                2.1               83.0  
1965      4                4.6              227.4  
1965      5                9.4              231.4  
1965      6               14.1              234.8  
1965      7               14.0              186.7  
1965      8               14.1               79.5  
1965      9               11.3              171.6  
1965     10                7.3               12.6  
1965     11                2.8              150.8  
1965     12                2.6              164.1  
1966      1               -2.9               70.4  
1966      2                5.2              116.1  
1966      3                1.6               81.6  
1966      4                8.0              110.6  
1966      5               11.1              149.4  
1966      6               14.9              153.4  
1966      7               13.8              364.3  
1966      8               13.5              211.9  
1966      9               13.6               41.4  
1966     10               11.0               94.5  
1966     11                1.9              130.2  
1966     12                0.9              111.4  
1967      1               -0.7               71.6  
1967      2                1.2               50.5  
1967      3                3.8              115.1  
1967      4                5.1               97.4  
1967      5               10.6              177.0  
1967      6               12.9              201.6  
1967      7               17.6              130.5  
1967      8               15.3              189.8  
1967      9               12.2              239.1  
1967     10               10.9               68.7  
1967     11                3.6               41.0  
1967     12               -1.6               87.5  
1968      1               -1.7              141.6  
1968      2                0.9               60.4  
1968      3                3.2               68.8  
1968      4                7.5              123.6  
1968      5                9.7              139.1  
1968      6               13.7              109.2  
1968      7               14.9              168.7  
1968      8               13.8              210.8  
1968      9               11.5              226.9  
1968     10               10.0               43.4  
1968     11                3.4               31.0  
1968     12               -2.0               43.8  
1969      1               -0.2               48.6  
1969      2               -2.0               54.0  
1969      3                1.9               45.5  
1969      4                5.4              127.5  
1969      5               12.1              102.6  
1969      6               11.6              228.8  
1969      7               16.6              133.7  
1969      8               14.1              295.2  
1969      9               13.1               45.9  
1969     10                8.8               22.3  
1969     11                4.5              117.6  
1969     12               -4.8              106.1  
1970      1               -0.7               70.6  
1970      2               -0.4              201.1  
1970      3                0.1               75.5  
1970      4                4.1              178.7  
1970      5                9.4              126.7  
1970      6               15.3              143.6  
1970      7               15.3              151.4  
1970      8               15.5              304.1  
1970      9               12.9               80.9  
1970     10                7.9               87.2  
1970     11                5.4               80.1  
1970     12               -1.9               56.7  
1971      1               -1.9               18.7  
1971      2               -1.2               86.6  
1971      3               -1.1               60.1  
1971      4                8.8               67.8  
1971      5               12.5              110.4  
1971      6               12.2              276.0  
1971      7               17.1              103.9  
1971      8               16.8              159.1  
1971      9               11.5               79.3  
1971     10                8.9               58.2  
1971     11                2.2               98.0  
1971     12                0.8               50.7  
1972      1               -1.2               20.5  
1972      2                2.3               10.9  
1972      3                5.1               25.1  
1972      4                5.6              173.5  
1972      5                9.8              121.3  
1972      6               12.6              196.8  
1972      7               15.1              229.9  
1972      8               14.4              116.4  
1972      9                9.6               66.1  
1972     10                5.9               70.1  
1972     11                3.4              214.8  
1972     12               -1.3               16.3  
1973      1               -1.6               40.0  
1973      2               -1.3               81.2  
1973      3                1.2               50.5  
1973      4                3.1              121.2  
1973      5               12.1               79.2  
1973      6               14.4              177.4  
1973      7               15.3              198.5  
1973      8               17.0              191.5  
1973      9               13.5               75.7  
1973     10                6.3              156.0  
1973     11                3.2              108.5  
1973     12                0.7               79.3  
1974      1                2.4               73.9  
1974      2                1.6               71.9  
1974      3                5.7               46.5  
1974      4                6.1              101.0  
1974      5                9.5              148.5  
1974      6               12.2              198.7  
1974      7               15.1              202.0  
1974      8               16.4              110.8  
1974      9               12.0              148.3  
1974     10                3.6              195.8  
1974     11                4.2              109.4  
1974     12                3.4              105.6  
1975      1                3.2               49.3  
1975      2                0.3               27.4  
1975      3                2.3               72.1  
1975      4                5.6              133.1  
1975      5               10.6              171.0  
1975      6               12.1              245.6  
1975      7               16.0              158.0  
1975      8               15.8              307.4  
1975      9               15.2              149.1  
1975     10                6.6               82.3  
1975     11                3.3              119.8  
1975     12               -1.2               13.0  
1976      1                0.7               65.3  
1976      2               -0.1               20.4  
1976      3                1.8               31.6  
1976      4                5.7              109.9  
1976      5               11.4              133.6  
1976      6               16.1               91.1  
1976      7               17.1              250.7  
1976      8               13.7              105.4  
1976      9               11.2              148.9  
1976     10                9.5               62.3  
1976     11                3.7               66.9  
1976     12               -2.6              104.6  
1977      1                0.3               73.3  
1977      2                3.8              111.9  
1977      3                6.3               90.8  
1977      4                4.4              246.9  
1977      5               10.0               70.7  
1977      6               13.7              171.3  
1977      7               15.3              273.4  
1977      8               14.1              186.2  
1977      9               11.1              116.2  
1977     10                9.7               55.5  
1977     11                4.5              111.0  
1977     12                0.6               65.7  
1978      1               -0.5               77.6  
1978      2               -1.4              115.6  
1978      3                3.5              110.6  
1978      4                5.4               54.9  
1978      5                9.1              239.3  
1978      6               12.6              152.3  
1978      7               14.6              137.8  
1978      8               13.8              257.5  
1978      9               12.1               91.3  
1978     10                7.2              117.1  
1978     11                2.4               46.3  
1978     12                1.2               52.9  
1979      1               -3.6               59.3  
1979      2                0.8               88.5  
1979      3                4.0              141.1  
1979      4                4.1              152.6  
1979      5               10.9               82.6  
1979      6               14.4              286.8  
1979      7               15.3              102.3  
1979      8               14.1              129.0  
1979      9               12.6              224.1  
1979     10                9.1               61.2  
1979     11                3.1              144.1  
1979     12                3.6              102.7  
1980      1               -2.2               92.6  
1980      2                2.2               67.6  
1980      3                3.1               72.9  
1980      4                3.7              174.1  
1980      5                8.7              102.2  
1980      6               12.4              237.3  
1980      7               13.6              184.1  
1980      8               16.2              113.8  
1980      9               13.7               63.2  
1980     10                7.6              148.8  
1980     11                2.5               70.0  
1980     12               -1.0               59.0  
1981      1               -2.9               81.3  
1981      2               -2.1               41.6  
1981      3                6.4               98.2  
1981      4                7.7               43.4  
1981      5               10.3              158.5  
1981      6               14.0              121.1  
1981      7               14.3              268.5  
1981      8               15.8               92.5  
1981      9               13.0              248.3  
1981     10                8.5              179.8  
1981     11                4.3               58.5  
1981     12               -0.3              175.5  
1982      1                0.3              196.4  
1982      2               -0.3               26.0  
1982      3                2.7               66.1  
1982      4                5.1               82.2  
1982      5               11.0               89.7  
1982      6               15.0              190.1  
1982      7               17.4              145.7  
1982      8               15.2              230.3  
1982      9               14.7              117.7  
1982     10                8.0               75.4  
1982     11                5.4               68.1  
1982     12                1.7               91.3  
1983      1                2.8               83.4  
1983      2               -3.3               59.4  
1983      3                4.0               66.9  
1983      4                7.8              119.8  
1983      5                9.3              177.1  
1983      6               15.0              108.4  
1983      7               20.3               64.7  
1983      8               16.0              210.9  
1983      9               13.2              200.3  
1983     10                8.7               48.7  
1983     11                2.2               90.0  
1983     12                1.1               55.8  
1984      1                0.4              101.9  
1984      2               -2.3              104.0  
1984      3                0.5               41.5  
1984      4                5.2               61.0  
1984      5                8.3              153.0  
1984      6               13.2              134.8  
1984      7               15.7              160.9  
1984      8               15.2              166.9  
1984      9               11.2              395.0  
1984     10                9.2               67.2  
1984     11                5.6               71.9  
1984     12                0.9               92.0  
1985      1               -5.9               83.7  
1985      2               -1.6               57.7  
1985      3                1.4               46.1  
1985      4                6.6              148.2  
1985      5               11.0              210.4  
1985      6               12.1              157.9  
1985      7               17.3              129.2  
1985      8               15.6              220.4  
1985      9               14.1               67.5  
1985     10                8.3               22.5  
1985     11                0.1              125.7  
1985     12                3.9               40.9  
1986      1                0.0              104.4  
1986      2               -7.2               44.3  
1986      3                2.3               67.1  
1986      4                5.0              202.6  
1986      5               12.9              229.9  
1986      6               13.9              213.1  
1986      7               15.5              216.4  
1986      8               15.6              196.6  
1986      9               12.1               22.8  
1986     10                9.5               85.3  
1986     11                5.5               81.5  
1986     12                1.6               89.7  
1987      1               -5.9               92.0  
1987      2               -0.2               80.5  
1987      3               -0.9               84.1  
1987      4                8.2              121.5  
1987      5                7.8              223.5  
1987      6               12.6              199.0  
1987      7               16.2              247.8  
1987      8               15.7              141.5  
1987      9               16.2              179.5  
1987     10                9.4               44.2  
1987     11                4.2               82.0  
1987     12                2.5               68.7  
1988      1                3.5               68.8  
1988      2                0.9               80.7  
1988      3                2.2              208.4  
1988      4                7.9              103.2  
1988      5               12.4              142.0  
1988      6               13.4              156.3  
1988      7               16.3              196.6  
1988      8               16.4              187.9  
1988      9               12.6              122.9  
1988     10               10.0               97.6  
1988     11                2.0               75.9  
1988     12                1.5              144.5  
1989      1                0.4               16.7  
1989      2                3.0               49.6  
1989      3                7.0               78.2  
1989      4                6.1              209.5  
1989      5               12.3               65.3  
1989      6               13.2              101.5  
1989      7               16.7              292.4  
1989      8               16.1              125.0  
1989      9               12.5              124.8  
1989     10               10.3              112.7  
1989     11                1.5               72.2  
1989     12                1.8               46.4  
1990      1                0.8               32.3  
1990      2                6.1              113.5  
1990      3                6.3              101.4  
1990      4                5.4               77.2  
1990      5               12.9              154.2  
1990      6               13.7              247.0  
1990      7               16.6              114.3  
1990      8               17.5              127.4  
1990      9               11.8              130.6  
1990     10               10.9              129.8  
1990     11                3.3              138.1  
1990     12               -0.8               49.3  
1991      1               -0.6               81.2  
1991      2               -2.2               19.9  
1991      3                6.1               80.1  
1991      4                5.5              111.4  
1991      5                7.5              182.4  
1991      6               13.0              263.0  
1991      7               17.9              113.7  
1991      8               17.7               57.8  
1991      9               15.1              141.2  
1991     10                7.1               36.7  
1991     11                3.3              104.9  
1991     12               -1.7               72.9  
1992      1               -1.1                6.0  
1992      2                1.3               78.1  
1992      3                4.7               98.4  
1992      4                6.6              109.7  
1992      5               13.2               55.4  
1992      6               14.3              143.2  
1992      7               17.4              169.3  
1992      8               19.7              145.1  
1992      9               13.2               81.0  
1992     10                6.3              163.3  
1992     11                6.0              240.0  
1992     12                0.4               95.8  
1993      1                3.5               62.9  
1993      2               -2.1               19.3  
1993      3                2.6               71.6  
1993      4                9.4               72.8  
1993      5               13.1               95.9  
1993      6               15.1              163.4  
1993      7               15.3              365.6  
1993      8               16.1              219.2  
1993      9               11.9              145.9  
1993     10                7.0              129.8  
1993     11               -0.4               57.6  
1993     12                3.2               81.6  
1994      1                1.6               94.8  
1994      2                1.2               33.9  
1994      3                7.7               84.0  
1994      4                5.6              142.1  
1994      5               11.6              193.7  
1994      6               15.5              126.0  
1994      7               19.7              142.8  
1994      8               17.7              238.6  
1994      9               12.6              123.6  
1994     10                8.3               81.9  
1994     11                7.2               79.4  
1994     12                2.8              121.6  
1995      1               -1.0               99.4  
1995      2                4.4               85.9  
1995      3                2.0              109.4  
1995      4                7.6              146.4  
1995      5               11.3              240.3  
1995      6               12.5              221.3  
1995      7               19.0              114.2  
1995      8               15.9              203.5  
1995      9               10.7              117.0  
1995     10               11.8                5.3  
1995     11                2.6              119.6  
1995     12               -1.1              154.2  
1996      1               -1.8                3.7  
1996      2               -2.0               52.8  
1996      3                0.6               75.6  
1996      4                7.5               68.2  
1996      5               10.7              203.8  
1996      6               15.5               98.9  
1996      7               15.5              191.9  
1996      8               15.3              256.5  
1996      9                9.3              151.5  
1996     10                8.5              162.2  
1996     11                4.0              138.7  
1996     12               -2.0               66.8  
1997      1               -2.0                6.7  
1997      2                3.7               73.3  
1997      3                6.3               54.3  
1997      4                5.6              114.8  
1997      5               11.9               69.6  
1997      6               14.1              179.4  
1997      7               15.4              207.9  
1997      8               18.0              108.0  
1997      9               13.7               62.8  
1997     10                7.7               79.2  
1997     11                4.3               26.6  
1997     12                2.5              127.0  
1998      1                1.4               65.9  
1998      2                3.6               28.9  
1998      3                3.7              109.7  
1998      4                7.6               94.9  
1998      5               12.8               86.1  
1998      6               15.9              157.9  
1998      7               16.9              215.1  
1998      8               17.0              165.2  
1998      9               12.1              247.5  
1998     10                8.8              165.6  
1998     11                0.7              114.3  
1998     12                1.4               50.6  
1999      1                2.7               52.4  
1999      2               -1.8              175.1  
1999      3                4.7               71.5  
1999      4                7.2              150.8  
1999      5               13.4              372.4  
1999      6               13.4              222.6  
1999      7               17.2              101.5  
1999      8               16.4              150.5  
1999      9               15.5              114.4  
1999     10                8.8               61.9  
1999     11                1.1              184.9  
1999     12                1.3              136.4  
2000      1               -1.0               28.1  
2000      2                3.3               96.3  
2000      3                4.4              140.9  
2000      4                9.2               89.0  
2000      5               13.8              170.7  
2000      6               16.6              131.6  
2000      7               14.3              310.0  
2000      8               17.9              223.9  
2000      9               13.9              179.5  
2000     10                9.1               95.4  
2000     11                5.4              108.4  
2000     12                4.1               25.4  
2001      1                0.8               74.5  
2001      2                2.5               35.1  
2001      3                5.7              180.7  
2001      4                5.4              168.8  
2001      5               14.1              100.3  
2001      6               13.7              254.3  
2001      7               17.3              124.9  
2001      8               17.8              124.0  
2001      9               10.1              206.9  
2001     10               12.9               65.7  
2001     11                1.3              111.1  
2001     12               -1.7               61.5  
2002      1                0.0                7.6  
2002      2                4.4               81.8  
2002      3                5.8               59.9  
2002      4                7.1               91.6  
2002      5               11.8              193.9  
2002      6               17.6              237.4  
2002      7               16.5              202.4  
2002      8               16.0              358.3  
2002      9               11.0              245.2  
2002     10                8.9              132.0  
2002     11                6.2              182.9  
2002     12                2.6               85.0  
2003      1               -1.1               83.7  
2003      2               -3.3               45.5  
2003      3                6.0               56.7  
2003      4                7.5               51.4  
2003      5               13.4              132.0  
2003      6               20.7               59.4  
2003      7               18.2              199.9  
2003      8               21.2               73.3  
2003      9               13.2               94.9  
2003     10                5.4              208.3  
2003     11                5.7               74.3  
2003     12                1.4               40.1  
2004      1               -0.4              122.2  
2004      2                1.3               48.4  
2004      3                2.7              145.9  
2004      4                8.0               82.5  
2004      5               10.2              170.2  
2004      6               14.9              179.0  
2004      7               16.4              162.5  
2004      8               17.3              109.6  
2004      9               13.5              151.3  
2004     10               10.9              141.9  
2004     11                3.1               54.9  
2004     12               -0.3               69.3  
2005      1                0.0               52.4  
2005      2               -2.8               72.7  
2005      3                3.9               58.8  
2005      4                8.0              138.2  
2005      5               12.3              159.3  
2005      6               16.5              158.0  
2005      7               16.8              174.4  
2005      8               14.5              282.3  
2005      9               14.3               83.7  
2005     10               10.4               67.7  
2005     11                3.2               31.0  
2005     12               -1.5               59.3  
2006      1               -3.7               25.2  
2006      2               -1.3               45.6  
2006      3                1.4              143.0  
2006      4                7.2              239.4  
2006      5               12.0              175.9  
2006      6               16.2               70.5  
2006      7               20.9               92.1  
2006      8               13.4              259.8  
2006      9               16.0              166.9  
2006     10               12.2               57.4  
2006     11                7.3               40.3  
2006     12                2.7               84.1  
2007      1                3.6               63.9  
2007      2                4.0               70.8  
2007      3                4.5              117.0  
2007      4               12.3               27.5  
2007      5               13.5              120.7  
2007      6               16.0              105.3  
2007      7               16.8              174.5  
2007      8               15.8              232.8  
2007      9               11.7              123.1  
2007     10                7.9               27.7  
2007     11                1.6               78.9  
2007     12               -0.4               98.8  
2008      1                3.1               55.7  
2008      2                3.2               28.7  
2008      3                3.0               90.4  
2008      4                6.4              166.6  
2008      5               14.1               38.6  
2008      6               16.1              133.2  
2008      7               16.8              238.0  
2008      8               16.5              192.3  
2008      9               11.2              158.5  
2008     10                9.1              137.8  
2008     11                3.8               47.9  
2008     12               -0.2               90.2  
2009      1               -2.6               29.9  
2009      2               -0.5               75.2  
2009      3                2.7               88.1  
2009      4               10.9               23.1  
2009      5               14.2              124.3  
2009      6               14.7              237.3  
2009      7               17.5              192.0  
2009      8               18.6               59.6  
2009      9               14.1               62.5  
2009     10                8.8               93.0  
2009     11                7.3              143.9  
2009     12                0.6              117.0  
2010      1               -3.1               49.9  
2010      2               -0.2               52.8  
2010      3                3.5               56.0  
2010      4                8.4               29.2  
2010      5               10.2              183.6  
2010      6               15.4              214.5  
2010      7               18.6              271.8  
2010      8               15.9              216.3  
2010      9               11.8              144.8  
2010     10                8.1              120.0  
2010     11                4.3               63.4  
2010     12               -1.3              110.2  
2011      1                0.4               61.5  
2011      2                2.1               51.8  
2011      3                5.4               65.6  
2011      4               11.1               25.5  
2011      5               13.7              126.5  
2011      6               15.4              165.7  
2011      7               14.9              208.1  
2011      8               18.1              150.2  
2011      9               15.2              104.2  
2011     10                8.7               98.1  
2011     11                5.4                0.5  
2011     12                2.9              183.9  
2012      1                0.8               95.3  
2012      2               -4.9               34.2  
2012      3                7.1               35.5  
2012      4                7.8              143.5  
2012      5               13.1               93.0  
2012      6               16.2              209.5  
2012      7               16.6              147.4  
2012      8               18.3              213.5  
2012      9               13.4              152.2  
2012     10                9.0              172.5  
2012     11                4.9              127.0  
2012     12                1.3              125.5  
2013      1               -0.3               75.4  
2013      2               -2.9               92.0  
2013      3                1.5               75.1  
2013      4                7.5               83.6  
2013      5                9.6              230.7  
2013      6               14.6              263.9  
2013      7               19.1               49.8  
2013      8               17.1              148.4  
2013      9               13.3              151.7  
2013     10               10.7              112.3  
2013     11                2.6              152.1  
2013     12                2.3               32.6  
2014      1                2.7               54.4  
2014      2                3.6               41.1  
2014      3                6.2               54.6  
2014      4                9.5               83.2  
2014      5               11.3              152.7  
2014      6               16.2              131.1  
2014      7               16.5              272.2  
2014      8               15.0              183.5  
2014      9               13.7              104.4  
2014     10               11.8               80.7  
2014     11                6.4               93.5  
2014     12                2.5               93.2  
2015      1                1.3              107.8  
2015      2               -1.5               45.0  
2015      3                5.2               91.1  
2015      4                8.6              157.8  
2015      5               12.6              191.8  
2015      6               16.5              172.5  
2015      7               20.6               83.2  
2015      8               19.0              158.3  
2015      9               11.6              111.2  
2015     10                7.7               99.5  
2015     11                7.4               83.5  
2015     12                6.1               34.1  
2016      1                2.3              164.8  
2016      2                3.1              116.9  
2016      3                3.1               65.9  
2016      4                7.6              152.0  
2016      5               11.6              248.7  
2016      6               15.1              221.6  
2016      7               18.1              129.0  
2016      8               17.5              143.8  
2016      9               15.8               78.6  
2016     10                7.5               78.2  
2016     11                4.7               77.5  
2016     12                1.2                6.6  
2017      1               -3.6               74.0  
2017      2                3.4               58.8  
2017      3                7.4               90.6  
2017      4                6.9              172.2  
2017      5               13.4              116.2  
2017      6               18.2              105.1  
2017      7               18.0              193.0  
2017      8               18.2              186.1  
2017      9               11.7              193.9  
2017     10               10.9               84.5  
2017     11                4.0              122.8  
2017     12                0.5              163.8  
2018      1                3.9              137.3  
2018      2               -3.2               82.8  
2018      3                2.9               94.3  
2018      4               12.6               26.3  
2018      5               14.1              105.6  
2018      6               16.6              140.9  
2018      7               19.2               72.3  
2018      8               19.1              233.1  
2018      9               15.0              135.5  
2018     10               10.8               70.6  
2018     11                4.9               19.4  
2018     12                2.5              141.5  
2019      1               -1.4              131.2  
2019      2                3.2               56.6  
2019      3                6.0               69.2  
2019      4                8.3               77.7  
2019      5                9.0              224.0  
2019      6               18.5              112.8  
2019      7               19.1              148.2  
2019      8               17.8              198.0  
2019      9               13.5              135.3  
2019     10               11.3              178.6  
2019     11                4.7               69.1  
2019     12                3.7               68.4  
2020      1                2.6               37.4  
2020      2                5.4              126.3  
2020      3                4.5               84.8  
2020      4               11.1               46.4  
2020      5               11.9              136.6  
2020      6               14.7              225.2  
2020      7               18.2              165.7  
2020      8               18.3              268.2  
2020      9               14.4              163.5  
2020     10                8.6              137.0  
2020     11                5.3               32.7  
2020     12                1.7              115.8  
2021      1               -0.6              173.6  
2021      2                3.8               70.6  
2021      3                4.2               76.9  
2021      4                6.0               41.5  
2021      5                9.4              204.8  
2021      6               17.7              161.1  
2021      7               16.5              284.8  
2021      8               15.7              227.9  
